old_species,new_species,ani,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date,biosample,genome
Salmonella enterica,Salmonella enterica,0.9938723472960846,SRR1544319,Resistant,gentamicin,,8.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS679414,ENA_SAMN02782473
Salmonella enterica,Salmonella enterica,0.9906764324434288,SRR1553769,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS686513,ENA_SAMN02782545
Salmonella enterica,Salmonella enterica,0.9875536244817876,SRR1553817,Resistant,gentamicin,,8.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS686560,ENA_SAMN02782539
Salmonella enterica,Salmonella enterica,0.9906764324434288,SRR1553846,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS686586,ENA_SAMN02782544
Salmonella enterica,Salmonella enterica,0.9907854424245468,SRR1556116,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS688134,ENA_SAMN02782565
Salmonella enterica,Salmonella enterica,0.9869423441652844,SRR1556980,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS688663,ENA_SAMN02894118
Salmonella enterica,Salmonella enterica,0.9907944945117378,SRR1556982,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS688665,ENA_SAMN02894031
Salmonella enterica,Salmonella enterica,0.9869198932934068,SRR1562598,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS693338,ENA_SAMN02777666
Salmonella enterica,,,SRR1562599,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,32513803,Ground Turkey,USA,,SRS693339,
Salmonella enterica,Salmonella enterica,0.991418451805246,SRR1574320,Resistant,gentamicin,,16.0,mg/L,Broth dilution,,CLSI,2013,30333126,Chicken Breast,USA,,SRS700483,ENA_SAMN02894058
Salmonella enterica,Salmonella enterica,0.9896690096070048,SRR1582177,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Pork Chop,USA,,SRS706600,ENA_SAMN02777662
Salmonella enterica,Salmonella enterica,0.991915890927074,SRR1583119,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS707119,ENA_SAMN02894052
Salmonella enterica,Salmonella enterica,0.9889323449721372,SRR1598881,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Beef,USA,,SRS716260,ENA_SAMN02782627
Salmonella enterica,Salmonella enterica,0.985593075861963,SRR1609691,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS719564,ENA_SAMN02894137
Salmonella enterica,Salmonella enterica,0.994482741464034,SRR1615091,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS723596,ENA_SAMN02782642
Salmonella enterica,Salmonella enterica,0.990813180816852,SRR1646564,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS724157,ENA_SAMN02894022
Salmonella enterica,Salmonella enterica,0.9874124257550256,SRR1646948,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS724179,ENA_SAMN02894097
Salmonella enterica,Salmonella enterica,0.9906191685920144,SRR1637058,Susceptible,gentamicin,,1.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS735264,ENA_SAMN02777704
Salmonella enterica,Salmonella enterica,0.9854482858666817,SRR1637072,Susceptible,gentamicin,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS735278,ENA_SAMN02777669
Salmonella enterica,Salmonella enterica,0.9938757248567132,SRR1646548,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS741177,ENA_SAMN02894146
Salmonella enterica,Salmonella enterica,0.9906191685920144,SRR1658086,Susceptible,gentamicin,,1.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS748800,ENA_SAMN02777703
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9967463667955462,SRR1661154,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS750959,ENA_SAMN03201500
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9966641947597724,SRR1661157,Resistant,tetracycline,,128.0,mg/L,Broth dilution,,CLSI,2013,25378573,Urethra,Canada,,SRS750962,ENA_SAMN03201503
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9968145108854344,SRR1661158,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750963,ENA_SAMN03201504
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9972264654546754,SRR1661161,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS750966,ENA_SAMN03201507
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9981385393806308,SRR1661162,Susceptible,tetracycline,,0.125,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750967,ENA_SAMN03201508
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.996526158342397,SRR1661165,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750970,ENA_SAMN03201511
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9972338834982808,SRR1661166,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS750971,ENA_SAMN03201512
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9972786512754968,SRR1661169,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS750974,ENA_SAMN03201515
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.998120530517654,SRR1661171,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Cervix,Canada,,SRS750976,ENA_SAMN03201517
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970529907907398,SRR1661173,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS750978,ENA_SAMN03201519
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970769309303976,SRR1661175,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750980,ENA_SAMN03201521
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9971059647220348,SRR1661178,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Cervix,Canada,,SRS750982,ENA_SAMN03201524
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.997601361767786,SRR1661177,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Other,Canada,,SRS750983,ENA_SAMN03201523
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970408252556076,SRR1661180,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Cervix,Canada,,SRS750985,ENA_SAMN03201526
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.996727086097839,SRR1661181,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS750986,ENA_SAMN03201527
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9973633365285725,SRR1661183,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750987,ENA_SAMN03201529
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.997312619128032,SRR1661184,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750989,ENA_SAMN03201530
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9973587120321484,SRR1661185,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750990,ENA_SAMN03201531
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9972933553666504,SRR1661186,Intermediate,tetracycline,,1.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750991,ENA_SAMN03201532
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9973633365285725,SRR1661188,Resistant,tetracycline,,8.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750993,ENA_SAMN03201534
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9973708046028872,SRR1661191,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750996,ENA_SAMN03201537
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9973381087419372,SRR1661192,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750997,ENA_SAMN03201538
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9973349381290948,SRR1661193,Intermediate,tetracycline,,1.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS750998,ENA_SAMN03201539
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9968419834478056,SRR1661195,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751000,ENA_SAMN03201541
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9973498352472938,SRR1661199,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751005,ENA_SAMN03201545
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970025028430104,SRR1661210,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,Throat,Canada,,SRS751015,ENA_SAMN03201556
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970157507193572,SRR1661212,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS751017,ENA_SAMN03201558
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970099296657458,SRR1661213,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751018,ENA_SAMN03201559
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9969976496544068,SRR1661216,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS751021,ENA_SAMN03201562
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9969785994854248,SRR1661217,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,Throat,Canada,,SRS751022,ENA_SAMN03201563
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9978914058966052,SRR1661219,Susceptible,tetracycline,,0.125,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751024,ENA_SAMN03201565
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.99730745602933,SRR1661225,Intermediate,tetracycline,,1.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751029,ENA_SAMN03201571
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.99730745602933,SRR1661224,Intermediate,tetracycline,,1.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751030,ENA_SAMN03201570
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970679117875798,SRR1661230,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751035,ENA_SAMN03201576
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970604495023478,SRR1661231,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751036,ENA_SAMN03201577
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9981130462353116,SRR1661232,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS751037,ENA_SAMN03201578
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9974959777490284,SRR1661234,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751039,ENA_SAMN03201580
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9981355098683888,SRR1661236,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751041,ENA_SAMN03201582
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9975071210241212,SRR1661237,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751042,ENA_SAMN03201583
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9975109832022182,SRR1661238,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751043,ENA_SAMN03201584
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.997503478669478,SRR1661239,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751044,ENA_SAMN03201585
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9974884804374472,SRR1661240,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751045,ENA_SAMN03201586
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9975184913506748,SRR1661241,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS751046,ENA_SAMN03201587
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.996924134736018,SRR1661245,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751050,ENA_SAMN03201591
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970099296657458,SRR1661248,Resistant,tetracycline,,8.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751053,ENA_SAMN03201594
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9968645403816024,SRR1661250,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751054,ENA_SAMN03201596
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.99704711699924,SRR1661251,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751056,ENA_SAMN03201597
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970290462907824,SRR1661253,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751058,ENA_SAMN03201599
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970694720954968,SRR1661254,Intermediate,tetracycline,,1.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751059,ENA_SAMN03201600
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9975096898124568,SRR1661256,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS751060,ENA_SAMN03201602
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.998107635449665,SRR1661257,Susceptible,tetracycline,,0.125,mg/L,Broth dilution,,CLSI,2013,25378573,Cervix,Canada,,SRS751062,ENA_SAMN03201603
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970008795886662,SRR1661259,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751064,ENA_SAMN03201605
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.997312256439197,SRR1661260,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751065,ENA_SAMN03201606
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.996872822389286,SRR1661262,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751067,ENA_SAMN03201608
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9973100108716644,SRR1661265,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751068,ENA_SAMN03201611
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9969971552481248,SRR1661266,Intermediate,tetracycline,,0.5,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS751069,ENA_SAMN03201612
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9980469433744296,SRR1661263,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751070,ENA_SAMN03201609
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970726095520472,SRR1661268,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751073,ENA_SAMN03201614
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.99696564528375,SRR1661270,Resistant,tetracycline,,8.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751075,ENA_SAMN03201616
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970863682840566,SRR1661276,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,Rectum,Canada,,SRS751081,ENA_SAMN03201622
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9969992618533408,SRR1661279,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS751084,ENA_SAMN03201625
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.996953037711657,SRR1661283,Intermediate,tetracycline,,1.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751087,ENA_SAMN03201629
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.997060918260048,SRR1661284,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,Rectum,Canada,,SRS751089,ENA_SAMN03201630
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9975096898124568,SRR1661285,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS751090,ENA_SAMN03201631
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9975247239729904,SRR1661286,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS751091,ENA_SAMN03201632
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9974970361198404,SRR1661287,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS751092,ENA_SAMN03201633
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9974959777490284,SRR1661288,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Cervix,Canada,,SRS751093,ENA_SAMN03201634
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9968968905660662,SRR1661289,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Cervix,Canada,,SRS751094,ENA_SAMN03201635
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.99728813343068,SRR1661291,Intermediate,tetracycline,,1.0,mg/L,Broth dilution,,CLSI,2013,25378573,Cervix,Canada,,SRS751096,ENA_SAMN03201637
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9969678941635486,SRR1661301,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751107,ENA_SAMN03201647
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970274621063804,SRR1661304,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751109,ENA_SAMN03201650
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.997282354363088,SRR1661314,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,Throat,Canada,,SRS751119,ENA_SAMN03201660
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9967551416360948,SRR1661317,Intermediate,tetracycline,,0.5,mg/L,Broth dilution,,CLSI,2013,25378573,Other,Canada,,SRS751122,ENA_SAMN03201663
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9972593722990256,SRR1661320,Intermediate,tetracycline,,1.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751123,ENA_SAMN03201666
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9970109561219428,SRR1661319,Intermediate,tetracycline,,1.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751124,ENA_SAMN03201665
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.998114071051256,SRR1661318,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,Penis/Urethra,Canada,,SRS751126,ENA_SAMN03201664
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9971614480903082,SRR1661324,Susceptible,tetracycline,,0.25,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751129,ENA_SAMN03201670
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9965120768872808,SRR1661328,Resistant,tetracycline,,2.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Philippines,,SRS751133,ENA_SAMN03201674
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.9966618458937972,SRR1661331,Intermediate,tetracycline,,1.0,mg/L,Broth dilution,,CLSI,2013,25378573,,USA,,SRS751135,ENA_SAMN03201677
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0.996727086097839,SRR1661330,Resistant,tetracycline,,4.0,mg/L,Broth dilution,,CLSI,2013,25378573,,Canada,,SRS751136,ENA_SAMN03201676
Salmonella enterica,Salmonella enterica,0.991456390901316,SRR1664211,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS753405,ENA_SAMN02894054
Salmonella enterica,Salmonella enterica,0.9950677610830136,SRR1695774,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS781759,ENA_SAMN02777708
Salmonella enterica,Salmonella enterica,0.9938723472960846,SRR1698188,Resistant,gentamicin,,8.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS783173,ENA_SAMN02777710
Salmonella enterica,Salmonella enterica,0.9902535483897104,SRR1713636,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS791449,ENA_SAMN02777727
Salmonella enterica,Salmonella enterica,0.9851222844363547,SRR1713641,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS791453,ENA_SAMN02777722
Acinetobacter baumannii,Acinetobacter baumannii,0.9831880863203422,SRR1819800,Intermediate,ceftazidime,,16.0,mg/L,,Sensititre GNX2F,CLSI,2013,28893775,bronchoalveolar lavage fluid,USA,,SRS815459,ENA_SAMN03277092
Salmonella enterica,Salmonella enterica,0.9874660978248444,SRR1778032,Susceptible,gentamicin,,0.5,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS829597,ENA_SAMN02777761
Salmonella enterica,Salmonella enterica,0.9898564479972034,SRR1783182,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS833485,ENA_SAMN02777781
Salmonella enterica,Salmonella enterica,0.99123244433726,SRR1783194,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS833490,ENA_SAMN02777777
Salmonella enterica,Salmonella enterica,0.9938676826197363,SRR1783224,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS833510,ENA_SAMN02777784
Salmonella enterica,Salmonella enterica,0.9944813511282796,SRR1805624,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS846495,ENA_SAMN02782639
Salmonella enterica,Salmonella enterica,0.9906710047726376,SRR1813435,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS852764,ENA_SAMN02777764
Salmonella enterica,Salmonella enterica,0.9935765296064962,SRR1820097,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS858083,ENA_SAMN03291521
Salmonella enterica,Salmonella enterica,0.991571457439496,SRR1908939,Resistant,gentamicin,,16.0,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Ground Turkey,USA,,SRS870960,ENA_SAMN03275943
Salmonella enterica,Salmonella enterica,0.9978663857738078,SRR1923642,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS879133,ENA_SAMN03291548
Salmonella enterica,Salmonella enterica,0.9872290346217438,SRR1946913,Susceptible,gentamicin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,30333126,Chicken Breast,USA,,SRS888771,ENA_SAMN03275960
