accession,old_species,new_species,comments
ERR030265,Staphylococcus aureus,NA,NA
ERR030268,Staphylococcus aureus,NA,NA
ERR030270,Staphylococcus aureus,NA,NA
ERR030276,Staphylococcus aureus,NA,NA
ERR030277,Staphylococcus aureus,NA,NA
ERR030278,Staphylococcus aureus,NA,NA
ERR030280,Staphylococcus aureus,NA,NA
ERR030281,Staphylococcus aureus,NA,NA
ERR031661,Staphylococcus aureus,NA,NA
ERR031665,Staphylococcus aureus,NA,NA
ERR031670,Staphylococcus aureus,NA,NA
ERR053008,Staphylococcus aureus,NA,NA
ERR053016,Staphylococcus aureus,NA,NA
ERR053018,Staphylococcus aureus,NA,NA
ERR053022,Staphylococcus aureus,NA,NA
ERR053025,Staphylococcus aureus,NA,NA
ERR053031,Staphylococcus aureus,NA,NA
ERR053032,Staphylococcus aureus,NA,NA
ERR053034,Staphylococcus aureus,NA,NA
ERR053035,Staphylococcus aureus,NA,NA
ERR053039,Staphylococcus aureus,NA,NA
ERR053046,Staphylococcus aureus,NA,NA
ERR1069824,Staphylococcus aureus,NA,NA
ERR1069828,Staphylococcus aureus,NA,NA
ERR1069833,Staphylococcus aureus,NA,NA
ERR1069836,Staphylococcus aureus,NA,NA
ERR1069837,Staphylococcus aureus,NA,NA
ERR1069847,Staphylococcus aureus,NA,NA
ERR1069871,Staphylococcus aureus,NA,NA
ERR1069877,Staphylococcus aureus,NA,NA
ERR1069883,Staphylococcus aureus,NA,NA
ERR1069887,Staphylococcus aureus,NA,NA
ERR1069892,Staphylococcus aureus,NA,NA
ERR1069937,Staphylococcus aureus,NA,NA
ERR1069939,Staphylococcus aureus,NA,NA
ERR1069942,Staphylococcus aureus,NA,NA
ERR1069971,Staphylococcus aureus,NA,NA
ERR1069975,Staphylococcus aureus,NA,NA
ERR1069976,Staphylococcus aureus,NA,NA
ERR1069982,Staphylococcus aureus,NA,NA
ERR1069985,Staphylococcus aureus,NA,NA
ERR1069995,Staphylococcus aureus,NA,NA
ERR1070008,Staphylococcus aureus,NA,NA
ERR1070011,Staphylococcus aureus,NA,NA
ERR1070024,Staphylococcus aureus,NA,NA
ERR1070032,Staphylococcus aureus,NA,NA
ERR1070042,Staphylococcus aureus,NA,NA
ERR1070066,Staphylococcus aureus,NA,NA
ERR1070067,Staphylococcus aureus,NA,NA
ERR1070103,Staphylococcus aureus,NA,NA
ERR2309517,Staphylococcus aureus,NA,NA
ERR2309518,Staphylococcus aureus,NA,NA
ERR2309519,Staphylococcus aureus,NA,NA
ERR2309520,Staphylococcus aureus,NA,NA
ERR2309521,Staphylococcus aureus,NA,NA
ERR2309522,Staphylococcus aureus,NA,NA
ERR2309523,Staphylococcus aureus,NA,NA
ERR2309524,Staphylococcus aureus,NA,NA
ERR2309525,Staphylococcus aureus,NA,NA
ERR2309526,Staphylococcus aureus,NA,NA
ERR2309527,Staphylococcus aureus,NA,NA
ERR2309528,Staphylococcus aureus,NA,NA
ERR2309529,Staphylococcus aureus,NA,NA
ERR2309530,Staphylococcus aureus,NA,NA
ERR2309531,Staphylococcus aureus,NA,NA
ERR2309532,Staphylococcus aureus,NA,NA
ERR2309533,Staphylococcus aureus,NA,NA
ERR2309534,Staphylococcus aureus,NA,NA
ERR2309535,Staphylococcus aureus,NA,NA
ERR2309536,Staphylococcus aureus,NA,NA
ERR2309537,Staphylococcus aureus,NA,NA
ERR2309538,Staphylococcus aureus,NA,NA
ERR2309539,Staphylococcus aureus,NA,NA
ERR2309540,Staphylococcus aureus,NA,NA
ERR2309541,Staphylococcus aureus,NA,NA
ERR2309542,Staphylococcus aureus,NA,NA
ERR2309543,Staphylococcus aureus,NA,NA
ERR2309544,Staphylococcus aureus,NA,NA
ERR2309545,Staphylococcus aureus,NA,NA
ERR2309546,Staphylococcus aureus,NA,NA
ERR2309547,Staphylococcus aureus,NA,NA
ERR2309548,Staphylococcus aureus,NA,NA
ERR2309549,Staphylococcus aureus,NA,NA
ERR2309550,Staphylococcus aureus,NA,NA
ERR2309551,Staphylococcus aureus,NA,NA
ERR2309552,Staphylococcus aureus,NA,NA
ERR2309553,Staphylococcus aureus,NA,NA
ERR2309554,Staphylococcus aureus,NA,NA
ERR2309555,Staphylococcus aureus,NA,NA
ERR2309556,Staphylococcus aureus,NA,NA
ERR2309557,Staphylococcus aureus,NA,NA
ERR2309558,Staphylococcus aureus,NA,NA
ERR2309559,Staphylococcus aureus,NA,NA
ERR2309560,Staphylococcus aureus,NA,NA
ERR2309561,Staphylococcus aureus,NA,NA
ERR2309562,Staphylococcus aureus,NA,NA
ERR2309563,Staphylococcus aureus,NA,NA
ERR2309564,Staphylococcus aureus,NA,NA
ERR2309565,Staphylococcus aureus,NA,NA
ERR2309566,Staphylococcus aureus,NA,NA
ERR2309567,Staphylococcus aureus,NA,NA
ERR2309568,Staphylococcus aureus,NA,NA
ERR2309569,Staphylococcus aureus,NA,NA
ERR2309570,Staphylococcus aureus,NA,NA
ERR2309571,Staphylococcus aureus,NA,NA
ERR2309572,Staphylococcus aureus,NA,NA
ERR2309573,Staphylococcus aureus,NA,NA
ERR2309574,Staphylococcus aureus,NA,NA
ERR2309575,Staphylococcus aureus,NA,NA
ERR2309576,Staphylococcus aureus,NA,NA
ERR2309577,Staphylococcus aureus,NA,NA
ERR2309578,Staphylococcus aureus,NA,NA
ERR2309579,Staphylococcus aureus,NA,NA
ERR2309580,Staphylococcus aureus,NA,NA
ERR2309581,Staphylococcus aureus,NA,NA
ERR2309582,Staphylococcus aureus,NA,NA
ERR2309583,Staphylococcus aureus,NA,NA
ERR2309584,Staphylococcus aureus,NA,NA
ERR2309585,Staphylococcus aureus,NA,NA
ERR2309586,Staphylococcus aureus,NA,NA
ERR2309587,Staphylococcus aureus,NA,NA
ERR2309588,Staphylococcus aureus,NA,NA
ERR2309589,Staphylococcus aureus,NA,NA
ERR2309590,Staphylococcus aureus,NA,NA
ERR2309591,Staphylococcus aureus,NA,NA
ERR2309592,Staphylococcus aureus,NA,NA
ERR2309593,Staphylococcus aureus,NA,NA
ERR2309594,Staphylococcus aureus,NA,NA
ERR2309595,Staphylococcus aureus,NA,NA
ERR2309596,Staphylococcus aureus,NA,NA
ERR2309597,Staphylococcus aureus,NA,NA
ERR2309598,Staphylococcus aureus,NA,NA
ERR2309599,Staphylococcus aureus,NA,NA
ERR2309600,Staphylococcus aureus,NA,NA
ERR2309601,Staphylococcus aureus,NA,NA
ERR2309602,Staphylococcus aureus,NA,NA
ERR2309603,Staphylococcus aureus,NA,NA
ERR2309604,Staphylococcus aureus,NA,NA
ERR2309605,Staphylococcus aureus,NA,NA
ERR2309606,Staphylococcus aureus,NA,NA
ERR2309607,Staphylococcus aureus,NA,NA
ERR2309608,Staphylococcus aureus,NA,NA
ERR2309609,Staphylococcus aureus,NA,NA
ERR2309610,Staphylococcus aureus,NA,NA
ERR2309611,Staphylococcus aureus,NA,NA
ERR2309612,Staphylococcus aureus,NA,NA
ERR2309613,Staphylococcus aureus,NA,NA
ERR2309614,Staphylococcus aureus,NA,NA
ERR2309615,Staphylococcus aureus,NA,NA
ERR3826069,Staphylococcus aureus,NA,NA
ERR3826070,Staphylococcus aureus,NA,NA
ERR3826071,Staphylococcus aureus,NA,NA
ERR3826072,Staphylococcus aureus,NA,NA
ERR3826073,Staphylococcus aureus,NA,NA
ERR3826074,Staphylococcus aureus,NA,NA
ERR3826075,Staphylococcus aureus,NA,NA
ERR3826076,Staphylococcus aureus,NA,NA
ERR3826077,Staphylococcus aureus,NA,NA
ERR3826078,Staphylococcus aureus,NA,NA
ERR3826079,Staphylococcus aureus,NA,NA
ERR3826080,Staphylococcus aureus,NA,NA
ERR3826081,Staphylococcus aureus,NA,NA
ERR3826082,Staphylococcus aureus,NA,NA
ERR3826083,Staphylococcus aureus,NA,NA
ERR3826084,Staphylococcus aureus,NA,NA
ERR3826085,Staphylococcus aureus,NA,NA
ERR3826086,Staphylococcus aureus,NA,NA
ERR3826087,Staphylococcus aureus,NA,NA
ERR3826088,Staphylococcus aureus,NA,NA
ERR3826089,Staphylococcus aureus,NA,NA
ERR3826090,Staphylococcus aureus,NA,NA
ERR3826091,Staphylococcus aureus,NA,NA
ERR3826092,Staphylococcus aureus,NA,NA
ERR3826094,Staphylococcus aureus,NA,NA
ERR3826095,Staphylococcus aureus,NA,NA
ERR3826096,Staphylococcus aureus,NA,NA
ERR3826097,Staphylococcus aureus,NA,NA
ERR3826098,Staphylococcus aureus,NA,NA
ERR3826099,Staphylococcus aureus,NA,NA
ERR3826100,Staphylococcus aureus,NA,NA
ERR3826101,Staphylococcus aureus,NA,NA
ERR3826102,Staphylococcus aureus,NA,NA
ERR3826103,Staphylococcus aureus,NA,NA
ERR3826105,Staphylococcus aureus,NA,NA
ERR3826106,Staphylococcus aureus,NA,NA
ERR3826107,Staphylococcus aureus,NA,NA
ERR3826108,Staphylococcus aureus,NA,NA
ERR3826109,Staphylococcus aureus,NA,NA
ERR3826110,Staphylococcus aureus,NA,NA
ERR3826111,Staphylococcus aureus,NA,NA
ERR3826112,Staphylococcus aureus,NA,NA
ERR3826113,Staphylococcus aureus,NA,NA
ERR3826114,Staphylococcus aureus,NA,NA
ERR3826115,Staphylococcus aureus,NA,NA
ERR3826116,Staphylococcus aureus,NA,NA
ERR3826118,Staphylococcus aureus,NA,NA
ERR3826119,Staphylococcus aureus,NA,NA
ERR3826120,Staphylococcus aureus,NA,NA
ERR3826121,Staphylococcus aureus,NA,NA
ERR3826123,Staphylococcus aureus,NA,NA
ERR3826124,Staphylococcus aureus,NA,NA
ERR3826125,Staphylococcus aureus,NA,NA
ERR3826126,Staphylococcus aureus,NA,NA
ERR3826128,Staphylococcus aureus,NA,NA
ERR3826130,Staphylococcus aureus,NA,NA
ERR3826132,Staphylococcus aureus,NA,NA
ERR3826135,Staphylococcus aureus,NA,NA
ERR3826136,Staphylococcus aureus,NA,NA
ERR3826137,Staphylococcus aureus,NA,NA
ERR3826138,Staphylococcus aureus,NA,NA
ERR3826139,Staphylococcus aureus,NA,NA
ERR3826140,Staphylococcus aureus,NA,NA
ERR3826141,Staphylococcus aureus,NA,NA
ERR3826142,Staphylococcus aureus,NA,NA
ERR3826143,Staphylococcus aureus,NA,NA
ERR3826144,Staphylococcus aureus,NA,NA
ERR3826145,Staphylococcus aureus,NA,NA
ERR3826146,Staphylococcus aureus,NA,NA
ERR3826147,Staphylococcus aureus,NA,NA
ERR3826148,Staphylococcus aureus,NA,NA
ERR3826149,Staphylococcus aureus,NA,NA
ERR3826150,Staphylococcus aureus,NA,NA
ERR3826151,Staphylococcus aureus,NA,NA
ERR3826152,Staphylococcus aureus,NA,NA
ERR3826153,Staphylococcus aureus,NA,NA
ERR3826155,Staphylococcus aureus,NA,NA
ERR3826156,Staphylococcus aureus,NA,NA
ERR3826157,Staphylococcus aureus,NA,NA
ERR3826158,Staphylococcus aureus,NA,NA
ERR3826159,Staphylococcus aureus,NA,NA
ERR3826160,Staphylococcus aureus,NA,NA
ERR3826161,Staphylococcus aureus,NA,NA
ERR3826162,Staphylococcus aureus,NA,NA
ERR3826163,Staphylococcus aureus,NA,NA
ERR3826164,Staphylococcus aureus,NA,NA
ERR3826165,Staphylococcus aureus,NA,NA
ERR3826166,Staphylococcus aureus,NA,NA
ERR3826167,Staphylococcus aureus,NA,NA
ERR3826168,Staphylococcus aureus,NA,NA
ERR3826169,Staphylococcus aureus,NA,NA
ERR3826170,Staphylococcus aureus,NA,NA
ERR3826171,Staphylococcus aureus,NA,NA
ERR3826172,Staphylococcus aureus,NA,NA
ERR3826173,Staphylococcus aureus,NA,NA
ERR3826174,Staphylococcus aureus,NA,NA
ERR3826176,Staphylococcus aureus,NA,NA
ERR3826177,Staphylococcus aureus,NA,NA
ERR3826178,Staphylococcus aureus,NA,NA
ERR3826180,Staphylococcus aureus,NA,NA
ERR3826181,Staphylococcus aureus,NA,NA
ERR3826182,Staphylococcus aureus,NA,NA
ERR3826183,Staphylococcus aureus,NA,NA
ERR3826184,Staphylococcus aureus,NA,NA
ERR3826185,Staphylococcus aureus,NA,NA
ERR3826186,Staphylococcus aureus,NA,NA
ERR3826188,Staphylococcus aureus,NA,NA
ERR3826189,Staphylococcus aureus,NA,NA
ERR3826190,Staphylococcus aureus,NA,NA
ERR3826191,Staphylococcus aureus,NA,NA
ERR3826192,Staphylococcus aureus,NA,NA
ERR3826194,Staphylococcus aureus,NA,NA
ERR3826196,Staphylococcus aureus,NA,NA
ERR3826198,Staphylococcus aureus,NA,NA
ERR3826199,Staphylococcus aureus,NA,NA
ERR3826200,Staphylococcus aureus,NA,NA
ERR3826202,Staphylococcus aureus,NA,NA
ERR3826203,Staphylococcus aureus,NA,NA
ERR3826204,Staphylococcus aureus,NA,NA
ERR3826205,Staphylococcus aureus,NA,NA
ERR3826207,Staphylococcus aureus,NA,NA
ERR3826208,Staphylococcus aureus,NA,NA
ERR3826209,Staphylococcus aureus,NA,NA
ERR3826210,Staphylococcus aureus,NA,NA
ERR3826211,Staphylococcus aureus,NA,NA
ERR3826212,Staphylococcus aureus,NA,NA
ERR3826213,Staphylococcus aureus,NA,NA
ERR3826214,Staphylococcus aureus,NA,NA
ERR3826215,Staphylococcus aureus,NA,NA
ERR3826216,Staphylococcus aureus,NA,NA
ERR3826217,Staphylococcus aureus,NA,NA
ERR3826218,Staphylococcus aureus,NA,NA
ERR3826219,Staphylococcus aureus,NA,NA
ERR3826221,Staphylococcus aureus,NA,NA
ERR3826222,Staphylococcus aureus,NA,NA
ERR3826223,Staphylococcus aureus,NA,NA
ERR3826225,Staphylococcus aureus,NA,NA
ERR3826227,Staphylococcus aureus,NA,NA
ERR3826228,Staphylococcus aureus,NA,NA
ERR3826230,Staphylococcus aureus,NA,NA
ERR3826231,Staphylococcus aureus,NA,NA
ERR3826232,Staphylococcus aureus,NA,NA
ERR3826233,Staphylococcus aureus,NA,NA
ERR3826235,Staphylococcus aureus,NA,NA
ERR3826236,Staphylococcus aureus,NA,NA
ERR3826237,Staphylococcus aureus,NA,NA
ERR3826238,Staphylococcus aureus,NA,NA
ERR3826239,Staphylococcus aureus,NA,NA
ERR3826241,Staphylococcus aureus,NA,NA
ERR3826243,Staphylococcus aureus,NA,NA
ERR3826244,Staphylococcus aureus,NA,NA
ERR3826245,Staphylococcus aureus,NA,NA
ERR3826248,Staphylococcus aureus,NA,NA
ERR3826249,Staphylococcus aureus,NA,NA
ERR3826250,Staphylococcus aureus,NA,NA
ERR3826251,Staphylococcus aureus,NA,NA
ERR3826252,Staphylococcus aureus,NA,NA
ERR3826254,Staphylococcus aureus,NA,NA
ERR3826255,Staphylococcus aureus,NA,NA
ERR3826256,Staphylococcus aureus,NA,NA
ERR3826257,Staphylococcus aureus,NA,NA
ERR3826259,Staphylococcus aureus,NA,NA
ERR3826260,Staphylococcus aureus,NA,NA
ERR3826261,Staphylococcus aureus,NA,NA
ERR3826262,Staphylococcus aureus,NA,NA
ERR3826264,Staphylococcus aureus,NA,NA
ERR3826265,Staphylococcus aureus,NA,NA
ERR3826268,Staphylococcus aureus,NA,NA
ERR3826270,Staphylococcus aureus,NA,NA
ERR3826271,Staphylococcus aureus,NA,NA
ERR3826272,Staphylococcus aureus,NA,NA
ERR3826273,Staphylococcus aureus,NA,NA
ERR3826274,Staphylococcus aureus,NA,NA
ERR3826275,Staphylococcus aureus,NA,NA
ERR3826276,Staphylococcus aureus,NA,NA
ERR3826278,Staphylococcus aureus,NA,NA
ERR3826279,Staphylococcus aureus,NA,NA
ERR3826280,Staphylococcus aureus,NA,NA
ERR3826281,Staphylococcus aureus,NA,NA
ERR3826282,Staphylococcus aureus,NA,NA
ERR3826283,Staphylococcus aureus,NA,NA
ERR3826284,Staphylococcus aureus,NA,NA
ERR3826285,Staphylococcus aureus,NA,NA
ERR3826286,Staphylococcus aureus,NA,NA
ERR3826287,Staphylococcus aureus,NA,NA
ERR3826288,Staphylococcus aureus,NA,NA
ERR3826289,Staphylococcus aureus,NA,NA
ERR3826290,Staphylococcus aureus,NA,NA
ERR3826291,Staphylococcus aureus,NA,NA
ERR3826292,Staphylococcus aureus,NA,NA
ERR3826295,Staphylococcus aureus,NA,NA
ERR3826296,Staphylococcus aureus,NA,NA
ERR3826297,Staphylococcus aureus,NA,NA
ERR3826298,Staphylococcus aureus,NA,NA
ERR3826299,Staphylococcus aureus,NA,NA
ERR3826300,Staphylococcus aureus,NA,NA
ERR3826301,Staphylococcus aureus,NA,NA
ERR3826302,Staphylococcus aureus,NA,NA
ERR3826303,Staphylococcus aureus,NA,NA
ERR3826304,Staphylococcus aureus,NA,NA
ERR3826305,Staphylococcus aureus,NA,NA
ERR3826306,Staphylococcus aureus,NA,NA
ERR3826307,Staphylococcus aureus,NA,NA
ERR3826308,Staphylococcus aureus,NA,NA
ERR3826309,Staphylococcus aureus,NA,NA
ERR3826310,Staphylococcus aureus,NA,NA
ERR3826311,Staphylococcus aureus,NA,NA
ERR3826313,Staphylococcus aureus,NA,NA
ERR3826314,Staphylococcus aureus,NA,NA
ERR3826315,Staphylococcus aureus,NA,NA
ERR3826316,Staphylococcus aureus,NA,NA
ERR3826317,Staphylococcus aureus,NA,NA
ERR3826318,Staphylococcus aureus,NA,NA
ERR3826319,Staphylococcus aureus,NA,NA
ERR3826321,Staphylococcus aureus,NA,NA
ERR3826322,Staphylococcus aureus,NA,NA
ERR3826323,Staphylococcus aureus,NA,NA
ERR3826324,Staphylococcus aureus,NA,NA
ERR3826325,Staphylococcus aureus,NA,NA
ERR3826327,Staphylococcus aureus,NA,NA
ERR3826328,Staphylococcus aureus,NA,NA
ERR3826329,Staphylococcus aureus,NA,NA
ERR3826330,Staphylococcus aureus,NA,NA
ERR3826331,Staphylococcus aureus,NA,NA
ERR3826332,Staphylococcus aureus,NA,NA
ERR3826333,Staphylococcus aureus,NA,NA
ERR3826335,Staphylococcus aureus,NA,NA
ERR3826336,Staphylococcus aureus,NA,NA
ERR3826337,Staphylococcus aureus,NA,NA
ERR3826338,Staphylococcus aureus,NA,NA
ERR3826339,Staphylococcus aureus,NA,NA
ERR3826340,Staphylococcus aureus,NA,NA
ERR3826341,Staphylococcus aureus,NA,NA
ERR3826342,Staphylococcus aureus,NA,NA
ERR3826343,Staphylococcus aureus,NA,NA
ERR3826344,Staphylococcus aureus,NA,NA
ERR3826345,Staphylococcus aureus,NA,NA
ERR3826346,Staphylococcus aureus,NA,NA
ERR3826347,Staphylococcus aureus,NA,NA
ERR3826349,Staphylococcus aureus,NA,NA
ERR3826350,Staphylococcus aureus,NA,NA
ERR3826351,Staphylococcus aureus,NA,NA
ERR3826352,Staphylococcus aureus,NA,NA
ERR3826353,Staphylococcus aureus,NA,NA
ERR3826354,Staphylococcus aureus,NA,NA
ERR3826355,Staphylococcus aureus,NA,NA
ERR3826356,Staphylococcus aureus,NA,NA
ERR3826357,Staphylococcus aureus,NA,NA
ERR3826358,Staphylococcus aureus,NA,NA
ERR3826359,Staphylococcus aureus,NA,NA
ERR3826361,Staphylococcus aureus,NA,NA
ERR3826362,Staphylococcus aureus,NA,NA
ERR3826363,Staphylococcus aureus,NA,NA
ERR3826364,Staphylococcus aureus,NA,NA
ERR3826365,Staphylococcus aureus,NA,NA
ERR3826366,Staphylococcus aureus,NA,NA
ERR3826367,Staphylococcus aureus,NA,NA
ERR3826368,Staphylococcus aureus,NA,NA
ERR3826369,Staphylococcus aureus,NA,NA
ERR3826370,Staphylococcus aureus,NA,NA
ERR3826371,Staphylococcus aureus,NA,NA
ERR3826372,Staphylococcus aureus,NA,NA
ERR3826373,Staphylococcus aureus,NA,NA
ERR3826374,Staphylococcus aureus,NA,NA
ERR3826375,Staphylococcus aureus,NA,NA
ERR3826376,Staphylococcus aureus,NA,NA
ERR3826377,Staphylococcus aureus,NA,NA
ERR3826378,Staphylococcus aureus,NA,NA
ERR3826379,Staphylococcus aureus,NA,NA
ERR3826380,Staphylococcus aureus,NA,NA
ERR3826381,Staphylococcus aureus,NA,NA
ERR3826382,Staphylococcus aureus,NA,NA
ERR3826383,Staphylococcus aureus,NA,NA
ERR3826384,Staphylococcus aureus,NA,NA
ERR3826385,Staphylococcus aureus,NA,NA
ERR3826386,Staphylococcus aureus,NA,NA
ERR3826387,Staphylococcus aureus,NA,NA
ERR3826388,Staphylococcus aureus,NA,NA
ERR3826389,Staphylococcus aureus,NA,NA
ERR3826390,Staphylococcus aureus,NA,NA
ERR3826391,Staphylococcus aureus,NA,NA
ERR3826392,Staphylococcus aureus,NA,NA
ERR3826393,Staphylococcus aureus,NA,NA
ERR3826394,Staphylococcus aureus,NA,NA
ERR3826395,Staphylococcus aureus,NA,NA
ERR3826396,Staphylococcus aureus,NA,NA
ERR3826398,Staphylococcus aureus,NA,NA
ERR3826399,Staphylococcus aureus,NA,NA
ERR3826400,Staphylococcus aureus,NA,NA
ERR3826401,Staphylococcus aureus,NA,NA
ERR3826402,Staphylococcus aureus,NA,NA
ERR3826403,Staphylococcus aureus,NA,NA
ERR3826405,Staphylococcus aureus,NA,NA
ERR3826406,Staphylococcus aureus,NA,NA
ERR3826407,Staphylococcus aureus,NA,NA
ERR3826408,Staphylococcus aureus,NA,NA
ERR3826409,Staphylococcus aureus,NA,NA
ERR3826410,Staphylococcus aureus,NA,NA
ERR3826411,Staphylococcus aureus,NA,NA
ERR3826412,Staphylococcus aureus,NA,NA
ERR3826413,Staphylococcus aureus,NA,NA
ERR3826414,Staphylococcus aureus,NA,NA
ERR3826415,Staphylococcus aureus,NA,NA
ERR3826416,Staphylococcus aureus,NA,NA
ERR3826417,Staphylococcus aureus,NA,NA
ERR3826418,Staphylococcus aureus,NA,NA
ERR3826419,Staphylococcus aureus,NA,NA
ERR3826420,Staphylococcus aureus,NA,NA
ERR3826421,Staphylococcus aureus,NA,NA
ERR3826422,Staphylococcus aureus,NA,NA
ERR3826423,Staphylococcus aureus,NA,NA
ERR3826424,Staphylococcus aureus,NA,NA
ERR3826425,Staphylococcus aureus,NA,NA
ERR3826426,Staphylococcus aureus,NA,NA
ERR3826427,Staphylococcus aureus,NA,NA
ERR3826429,Staphylococcus aureus,NA,NA
ERR3826430,Staphylococcus aureus,NA,NA
ERR3826431,Staphylococcus aureus,NA,NA
ERR3826432,Staphylococcus aureus,NA,NA
ERR3826433,Staphylococcus aureus,NA,NA
ERR3826434,Staphylococcus aureus,NA,NA
ERR3826435,Staphylococcus aureus,NA,NA
ERR3826436,Staphylococcus aureus,NA,NA
ERR3826437,Staphylococcus aureus,NA,NA
ERR3826439,Staphylococcus aureus,NA,NA
ERR3826440,Staphylococcus aureus,NA,NA
ERR3826441,Staphylococcus aureus,NA,NA
ERR3826442,Staphylococcus aureus,NA,NA
ERR3826443,Staphylococcus aureus,NA,NA
ERR3826444,Staphylococcus aureus,NA,NA
ERR3826445,Staphylococcus aureus,NA,NA
ERR3826446,Staphylococcus aureus,NA,NA
ERR3826447,Staphylococcus aureus,NA,NA
ERR3826448,Staphylococcus aureus,NA,NA
ERR3826449,Staphylococcus aureus,NA,NA
ERR3826450,Staphylococcus aureus,NA,NA
ERR3826452,Staphylococcus aureus,NA,NA
ERR3826453,Staphylococcus aureus,NA,NA
ERR3826454,Staphylococcus aureus,NA,NA
ERR3826455,Staphylococcus aureus,NA,NA
ERR3826457,Staphylococcus aureus,NA,NA
ERR3826458,Staphylococcus aureus,NA,NA
ERR3826459,Staphylococcus aureus,NA,NA
ERR3826460,Staphylococcus aureus,NA,NA
ERR3826461,Staphylococcus aureus,NA,NA
ERR3826462,Staphylococcus aureus,NA,NA
ERR3826463,Staphylococcus aureus,NA,NA
ERR3826464,Staphylococcus aureus,NA,NA
ERR3826465,Staphylococcus aureus,NA,NA
ERR3826466,Staphylococcus aureus,NA,NA
ERR3826467,Staphylococcus aureus,NA,NA
ERR3826468,Staphylococcus aureus,NA,NA
ERR3826469,Staphylococcus aureus,NA,NA
ERR3826470,Staphylococcus aureus,NA,NA
ERR3826473,Staphylococcus aureus,NA,NA
ERR3826474,Staphylococcus aureus,NA,NA
ERR3826475,Staphylococcus aureus,NA,NA
ERR3826476,Staphylococcus aureus,NA,NA
ERR3826478,Staphylococcus aureus,NA,NA
ERR3826479,Staphylococcus aureus,NA,NA
ERR3826480,Staphylococcus aureus,NA,NA
ERR3826481,Staphylococcus aureus,NA,NA
ERR3826482,Staphylococcus aureus,NA,NA
ERR3826483,Staphylococcus aureus,NA,NA
ERR3826484,Staphylococcus aureus,NA,NA
ERR3826485,Staphylococcus aureus,NA,NA
ERR3826486,Staphylococcus aureus,NA,NA
ERR3826487,Staphylococcus aureus,NA,NA
ERR3826488,Staphylococcus aureus,NA,NA
ERR3826489,Staphylococcus aureus,NA,NA
ERR3826492,Staphylococcus aureus,NA,NA
ERR3826493,Staphylococcus aureus,NA,NA
ERR3826494,Staphylococcus aureus,NA,NA
ERR3826496,Staphylococcus aureus,NA,NA
ERR3826497,Staphylococcus aureus,NA,NA
ERR3826498,Staphylococcus aureus,NA,NA
ERR3826499,Staphylococcus aureus,NA,NA
ERR3826500,Staphylococcus aureus,NA,NA
ERR3826501,Staphylococcus aureus,NA,NA
ERR3826502,Staphylococcus aureus,NA,NA
ERR3826503,Staphylococcus aureus,NA,NA
ERR3826504,Staphylococcus aureus,NA,NA
ERR3826506,Staphylococcus aureus,NA,NA
ERR3826507,Staphylococcus aureus,NA,NA
ERR3826508,Staphylococcus aureus,NA,NA
ERR3826509,Staphylococcus aureus,NA,NA
ERR3826510,Staphylococcus aureus,NA,NA
ERR3826511,Staphylococcus aureus,NA,NA
ERR3826512,Staphylococcus aureus,NA,NA
ERR3826513,Staphylococcus aureus,NA,NA
ERR3826514,Staphylococcus aureus,NA,NA
ERR3826515,Staphylococcus aureus,NA,NA
ERR3826518,Staphylococcus aureus,NA,NA
ERR3826519,Staphylococcus aureus,NA,NA
ERR3826520,Staphylococcus aureus,NA,NA
ERR3826521,Staphylococcus aureus,NA,NA
ERR3826522,Staphylococcus aureus,NA,NA
ERR3826523,Staphylococcus aureus,NA,NA
ERR3826524,Staphylococcus aureus,NA,NA
ERR3826525,Staphylococcus aureus,NA,NA
ERR3826526,Staphylococcus aureus,NA,NA
ERR3826527,Staphylococcus aureus,NA,NA
ERR3826528,Staphylococcus aureus,NA,NA
ERR3826529,Staphylococcus aureus,NA,NA
ERR3826530,Staphylococcus aureus,NA,NA
